174.02	148.24	235.25	235.25	141.80
164.36	141.80	238.48	241.70	145.02
161.13	145.02	238.48	241.70	138.57
180.47	141.80	235.25	241.70	145.02
167.58	151.46	241.70	244.92	145.02
167.58	145.02	235.25	248.14	148.24
177.25	141.80	244.92	244.92	145.02
170.80	141.80	244.92	244.92	145.02
164.36	148.24	238.48	244.92	138.57
180.47	145.02	238.48	248.14	141.80
164.36	145.02	241.70	248.14	138.57
170.80	145.02	238.48	248.14	141.80
167.58	145.02	241.70	251.37	141.80
190.14	151.46	241.70	251.37	145.02
167.58	148.24	251.37	251.37	148.24
170.80	145.02	244.92	251.37	138.57
164.36	145.02	244.92	254.59	141.80
177.25	148.24	248.14	254.59	145.02
164.36	145.02	244.92	257.81	145.02
164.36	141.80	248.14	248.14	141.80
180.47	138.57	251.37	254.59	145.02
177.25	141.80	244.92	257.81	141.80
164.36	151.46	251.37	251.37	148.24
174.02	148.24	241.70	261.04	145.02
170.80	141.80	241.70	251.37	145.02
170.80	141.80	241.70	254.59	141.80
164.36	148.24	241.70	248.14	145.02
157.91	145.02	238.48	254.59	141.80
164.36	141.80	244.92	251.37	145.02
167.58	148.24	241.70	244.92	141.80
177.25	148.24	215.92	254.59	141.80
164.36	148.24	241.70	248.14	141.80
161.13	148.24	235.25	251.37	138.57
180.47	151.46	235.25	248.14	141.80
167.58	145.02	238.48	241.70	145.02
177.25	141.80	238.48	235.25	148.24
174.02	141.80	232.03	244.92	138.57
164.36	145.02	248.14	244.92	141.80
167.58	148.24	235.25	244.92	138.57
170.80	148.24	238.48	251.37	141.80
180.47	148.24	241.70	248.14	141.80
170.80	148.24	238.48	244.92	148.24
164.36	145.02	238.48	241.70	148.24
170.80	148.24	238.48	244.92	138.57
180.47	148.24	241.70	248.14	141.80
186.91	141.80	241.70	251.37	141.80
167.58	145.02	241.70	248.14	141.80
170.80	148.24	244.92	248.14	141.80
170.80	151.46	244.92	251.37	145.02
164.36	145.02	241.70	251.37	148.24
180.47	141.80	241.70	248.14	145.02
167.58	148.24	244.92	248.14	138.57
170.80	145.02	241.70	248.14	148.24
177.25	145.02	244.92	251.37	141.80
170.80	145.02	238.48	257.81	145.02
183.69	145.02	238.48	248.14	148.24
177.25	141.80	238.48	248.14	145.02
167.58	145.02	235.25	244.92	145.02
167.58	148.24	241.70	257.81	138.57
177.25	151.46	241.70	254.59	138.57
170.80	145.02	244.92	248.14	145.02
180.47	141.80	241.70	248.14	148.24
164.36	145.02	238.48	248.14	141.80
177.25	145.02	244.92	251.37	138.57
167.58	151.46	238.48	257.81	141.80
170.80	148.24	241.70	251.37	141.80
170.80	151.46	235.25	254.59	141.80
170.80	148.24	238.48	248.14	145.02
177.25	148.24	238.48	251.37	141.80
161.13	151.46	241.70	251.37	138.57
170.80	141.80	241.70	254.59	141.80
170.80	148.24	241.70	251.37	145.02
170.80	145.02	235.25	248.14	141.80
177.25	141.80	238.48	248.14	145.02
177.25	145.02	241.70	244.92	145.02
164.36	148.24	244.92	248.14	145.02
167.58	148.24	238.48	251.37	141.80
180.47	148.24	241.70	251.37	145.02
180.47	151.46	235.25	244.92	141.80
177.25	148.24	235.25	248.14	145.02
167.58	148.24	254.59	251.37	145.02
167.58	141.80	241.70	248.14	148.24
164.36	145.02	241.70	248.14	141.80
177.25	141.80	241.70	257.81	141.80
161.13	148.24	238.48	248.14	148.24
167.58	145.02	251.37	251.37	148.24
164.36	145.02	244.92	248.14	141.80
157.91	148.24	241.70	248.14	141.80
167.58	148.24	238.48	251.37	148.24
167.58	145.02	241.70	251.37	141.80
183.69	145.02	238.48	257.81	141.80
170.80	141.80	235.25	248.14	145.02
170.80	145.02	241.70	248.14	145.02
161.13	148.24	235.25	251.37	138.57
167.58	138.57	235.25	244.92	141.80
167.58	145.02	238.48	254.59	141.80
196.58	125.68	235.25	254.59	145.02
170.80	145.02	241.70	244.92	154.69
170.80	148.24	241.70	248.14	141.80
167.58	148.24	235.25	244.92	138.57
164.36	148.24	238.48	244.92	141.80
177.25	148.24	235.25	244.92	141.80
170.80	148.24	248.14	248.14	145.02
177.25	145.02	238.48	248.14	145.02
164.36	145.02	238.48	241.70	145.02
180.47	145.02	238.48	248.14	141.80
164.36	141.80	244.92	248.14	148.24
177.25	145.02	238.48	244.92	148.24
167.58	145.02	238.48	257.81	148.24
177.25	141.80	238.48	244.92	145.02
164.36	145.02	238.48	248.14	145.02
177.25	148.24	241.70	251.37	145.02
177.25	151.46	235.25	251.37	135.35
174.02	145.02	232.03	251.37	141.80
164.36	151.46	241.70	251.37	141.80
164.36	141.80	238.48	251.37	138.57
170.80	145.02	238.48	248.14	141.80
180.47	141.80	241.70	244.92	145.02
167.58	145.02	235.25	248.14	141.80
180.47	141.80	238.48	254.59	148.24
154.69	148.24	232.03	248.14	138.57
164.36	141.80	238.48	267.48	145.02
167.58	154.69	241.70	248.14	141.80
164.36	148.24	241.70	251.37	141.80
180.47	145.02	244.92	248.14	145.02
183.69	141.80	244.92	251.37	145.02
170.80	141.80	241.70	248.14	145.02
186.91	145.02	241.70	248.14	138.57
164.36	148.24	244.92	248.14	145.02
167.58	141.80	244.92	251.37	141.80
183.69	148.24	241.70	248.14	141.80
170.80	145.02	241.70	248.14	148.24
174.02	141.80	238.48	248.14	145.02
164.36	148.24	241.70	254.59	138.57
180.47	148.24	238.48	254.59	141.80
164.36	145.02	248.14	248.14	141.80
167.58	141.80	232.03	244.92	141.80
177.25	141.80	238.48	251.37	141.80
164.36	148.24	235.25	241.70	145.02
170.80	145.02	244.92	248.14	148.24
177.25	164.36	241.70	241.70	145.02
180.47	141.80	235.25	244.92	141.80
180.47	141.80	235.25	254.59	145.02
170.80	145.02	238.48	244.92	138.57
170.80	141.80	241.70	254.59	141.80
177.25	148.24	235.25	248.14	141.80
180.47	145.02	238.48	248.14	138.57
167.58	148.24	244.92	261.04	141.80
170.80	145.02	241.70	248.14	141.80
164.36	148.24	238.48	248.14	138.57
170.80	141.80	244.92	244.92	148.24
164.36	145.02	238.48	248.14	145.02
164.36	145.02	244.92	244.92	151.46
180.47	138.57	238.48	251.37	141.80
177.25	145.02	241.70	251.37	145.02
170.80	148.24	232.03	248.14	141.80
180.47	141.80	241.70	244.92	138.57
170.80	148.24	241.70	238.48	138.57
161.13	148.24	238.48	244.92	141.80
177.25	135.35	238.48	248.14	141.80
183.69	141.80	235.25	241.70	138.57
167.58	145.02	235.25	238.48	141.80
186.91	145.02	238.48	238.48	141.80
170.80	148.24	238.48	232.03	138.57
174.02	148.24	225.59	228.81	145.02
167.58	145.02	228.81	225.59	141.80
174.02	145.02	225.59	228.81	141.80
164.36	122.46	222.36	228.81	141.80
164.36	145.02	228.81	206.25	141.80
167.58	148.24	219.14	225.59	141.80
174.02	145.02	222.36	232.03	145.02
180.47	148.24	225.59	228.81	145.02
180.47	138.57	228.81	228.81	145.02
